date,type,month
2025-12-10 16:19:00,comment,2025-12
2025-12-10 16:18:02,comment,2025-12
2025-12-10 16:16:15,comment,2025-12
2025-12-09 15:06:20,comment,2025-12
2025-12-08 17:38:48,comment,2025-12
2025-12-08 09:02:28,comment,2025-12
2025-12-07 23:51:41,comment,2025-12
2025-12-07 23:50:32,comment,2025-12
2025-12-07 14:49:30,comment,2025-12
2025-12-07 11:38:38,comment,2025-12
2025-12-07 09:57:00,comment,2025-12
2025-12-07 00:22:06,comment,2025-12
2025-12-06 22:15:20,comment,2025-12
2025-12-06 22:13:29,comment,2025-12
2025-12-06 21:02:30,comment,2025-12
2025-12-06 21:02:14,comment,2025-12
2025-12-06 21:01:35,comment,2025-12
2025-12-06 19:58:20,comment,2025-12
2025-12-06 19:57:59,comment,2025-12
2025-12-06 18:46:52,comment,2025-12
2025-12-06 18:46:29,comment,2025-12
2025-12-06 16:52:40,comment,2025-12
2025-12-06 16:52:28,comment,2025-12
2025-12-06 16:35:59,comment,2025-12
2025-12-05 10:42:44,comment,2025-12
2025-12-02 21:26:04,comment,2025-12
2025-12-02 18:39:05,comment,2025-12
2025-12-02 14:27:42,comment,2025-12
2025-12-02 14:02:20,comment,2025-12
2025-12-02 14:02:12,comment,2025-12
2025-12-02 14:01:54,comment,2025-12
2025-12-02 11:57:26,comment,2025-12
2025-12-01 21:44:04,comment,2025-12
2025-11-30 00:43:10,comment,2025-11
2025-11-29 21:31:15,comment,2025-11
2025-11-29 17:27:49,comment,2025-11
2025-11-29 14:29:56,comment,2025-11
2025-11-29 14:29:34,comment,2025-11
2025-11-29 14:29:28,comment,2025-11
2025-11-29 12:21:49,comment,2025-11
2025-11-29 12:21:29,comment,2025-11
2025-11-29 09:24:00,comment,2025-11
2025-11-29 07:46:12,comment,2025-11
2025-11-29 01:36:43,comment,2025-11
2025-11-29 00:02:38,comment,2025-11
2025-11-28 23:11:44,comment,2025-11
2025-11-28 23:11:01,comment,2025-11
2025-11-28 21:55:27,comment,2025-11
2025-11-28 21:29:58,comment,2025-11
2025-11-28 21:27:53,comment,2025-11
2025-11-28 21:27:42,comment,2025-11
2025-11-28 20:53:58,comment,2025-11
2025-11-28 20:32:27,comment,2025-11
2025-11-28 20:32:11,comment,2025-11
2025-11-28 19:29:32,comment,2025-11
2025-11-28 19:23:44,comment,2025-11
2025-11-28 19:23:17,comment,2025-11
2025-11-28 19:00:39,comment,2025-11
2025-11-28 18:56:26,comment,2025-11
2025-11-28 18:15:22,comment,2025-11
2025-11-28 18:13:32,comment,2025-11
2025-11-28 18:11:33,comment,2025-11
2025-11-28 18:05:24,comment,2025-11
2025-11-28 18:04:54,comment,2025-11
2025-11-28 17:53:20,comment,2025-11
2025-11-28 17:36:51,comment,2025-11
2025-11-28 17:33:34,comment,2025-11
2025-11-28 17:30:32,comment,2025-11
2025-11-28 17:28:16,comment,2025-11
2025-11-28 17:25:35,comment,2025-11
2025-11-28 17:10:10,comment,2025-11
2025-11-28 17:08:45,comment,2025-11
2025-11-28 17:08:04,comment,2025-11
2025-11-28 17:07:28,comment,2025-11
2025-11-28 17:04:59,comment,2025-11
2025-11-28 17:04:31,comment,2025-11
2025-11-28 16:18:00,comment,2025-11
2025-11-28 16:17:16,comment,2025-11
2025-11-28 16:13:55,comment,2025-11
2025-11-28 16:11:55,comment,2025-11
2025-11-28 16:11:46,comment,2025-11
2025-11-28 16:11:36,comment,2025-11
2025-11-28 16:01:59,comment,2025-11
2025-11-28 16:00:32,comment,2025-11
2025-11-28 16:00:24,comment,2025-11
2025-11-28 15:54:37,comment,2025-11
2025-11-28 15:54:09,comment,2025-11
2025-11-28 15:52:51,comment,2025-11
2025-11-28 15:52:41,comment,2025-11
2025-11-28 15:43:01,comment,2025-11
2025-11-28 15:34:51,comment,2025-11
2025-11-28 15:34:27,comment,2025-11
2025-11-28 15:34:00,comment,2025-11
2025-11-28 15:33:56,comment,2025-11
2025-11-27 23:23:40,comment,2025-11
2025-11-27 12:23:51,comment,2025-11
2025-11-26 18:16:08,comment,2025-11
2025-11-24 08:39:18,comment,2025-11
2025-11-23 19:44:50,comment,2025-11
2025-11-22 09:35:25,comment,2025-11
2025-11-21 22:00:56,comment,2025-11
2025-11-21 21:03:37,comment,2025-11
2025-11-21 14:56:20,comment,2025-11
2025-11-21 14:56:12,comment,2025-11
2025-11-21 14:01:00,comment,2025-11
2025-11-21 13:29:01,comment,2025-11
2025-11-21 12:17:37,comment,2025-11
2025-11-21 06:25:54,comment,2025-11
2025-11-20 23:54:23,comment,2025-11
2025-11-20 19:15:39,comment,2025-11
2025-11-20 15:17:54,comment,2025-11
2025-11-18 21:55:10,comment,2025-11
2025-11-18 21:08:21,comment,2025-11
2025-11-18 20:18:02,comment,2025-11
2025-11-18 17:59:31,comment,2025-11
2025-11-18 01:26:19,comment,2025-11
2025-11-17 19:25:55,comment,2025-11
2025-11-17 19:24:34,comment,2025-11
2025-11-17 19:20:17,comment,2025-11
2025-11-17 15:09:25,comment,2025-11
2025-11-17 12:00:57,comment,2025-11
2025-11-17 12:00:14,comment,2025-11
2025-11-17 10:42:44,comment,2025-11
2025-11-17 05:33:29,comment,2025-11
2025-11-17 05:33:02,comment,2025-11
2025-11-17 05:31:38,comment,2025-11
2025-11-16 21:53:38,comment,2025-11
2025-11-16 21:11:11,comment,2025-11
2025-11-16 19:13:06,comment,2025-11
2025-11-16 15:41:29,comment,2025-11
2025-11-16 15:39:23,comment,2025-11
2025-11-16 15:39:08,comment,2025-11
2025-11-16 15:11:57,comment,2025-11
2025-11-16 15:11:37,comment,2025-11
2025-11-16 15:11:06,comment,2025-11
2025-11-16 14:48:17,comment,2025-11
2025-11-16 14:47:34,comment,2025-11
2025-11-16 14:46:51,comment,2025-11
2025-11-16 14:37:53,comment,2025-11
2025-11-16 14:37:17,comment,2025-11
2025-11-16 14:26:07,comment,2025-11
2025-11-16 12:21:33,comment,2025-11
2025-11-16 12:09:34,comment,2025-11
2025-11-16 09:25:20,comment,2025-11
2025-11-16 09:25:02,comment,2025-11
2025-11-16 09:24:14,comment,2025-11
2025-11-15 21:12:52,comment,2025-11
2025-11-15 10:25:50,comment,2025-11
2025-11-15 10:25:05,comment,2025-11
2025-11-15 00:39:19,comment,2025-11
2025-11-14 21:24:26,comment,2025-11
2025-11-14 19:45:05,comment,2025-11
2025-11-14 19:01:37,comment,2025-11
2025-11-14 19:01:07,comment,2025-11
2025-11-14 17:58:31,comment,2025-11
2025-11-14 17:57:03,comment,2025-11
2025-11-14 17:18:14,comment,2025-11
2025-11-14 16:36:31,comment,2025-11
2025-11-14 16:36:27,comment,2025-11
2025-11-14 15:44:09,comment,2025-11
2025-11-14 15:23:16,comment,2025-11
2025-11-14 11:00:06,comment,2025-11
2025-11-14 09:27:22,comment,2025-11
2025-11-13 21:46:51,comment,2025-11
2025-11-13 21:46:23,comment,2025-11
2025-11-12 13:29:41,comment,2025-11
2025-11-12 00:53:40,comment,2025-11
2025-11-12 00:21:59,comment,2025-11
2025-11-12 00:21:26,comment,2025-11
2025-11-11 20:54:52,comment,2025-11
2025-11-11 20:40:08,comment,2025-11
2025-11-11 20:39:22,comment,2025-11
2025-11-11 20:34:53,comment,2025-11
2025-11-11 20:24:11,comment,2025-11
2025-11-11 18:41:51,comment,2025-11
2025-11-11 14:47:03,comment,2025-11
2025-11-11 13:45:22,comment,2025-11
2025-11-11 12:26:59,comment,2025-11
2025-11-11 10:56:45,comment,2025-11
2025-11-11 09:58:12,comment,2025-11
2025-11-11 09:57:31,comment,2025-11
2025-11-11 09:56:49,comment,2025-11
2025-11-11 07:10:48,comment,2025-11
2025-11-11 06:26:23,comment,2025-11
2025-11-11 06:19:51,comment,2025-11
2025-11-10 23:51:01,comment,2025-11
2025-11-10 23:27:52,comment,2025-11
2025-11-10 23:25:09,comment,2025-11
2025-11-10 23:22:06,comment,2025-11
2025-11-10 23:21:35,comment,2025-11
2025-11-10 22:42:53,comment,2025-11
2025-11-10 22:00:23,comment,2025-11
2025-11-10 21:54:58,comment,2025-11
2025-11-10 21:28:37,comment,2025-11
2025-11-10 20:52:13,comment,2025-11
2025-11-10 20:51:10,comment,2025-11
2025-11-10 20:50:02,comment,2025-11
2025-11-10 20:49:28,comment,2025-11
2025-11-10 20:49:13,comment,2025-11
2025-11-10 19:45:27,comment,2025-11
2025-11-10 19:43:13,comment,2025-11
2025-11-10 19:41:54,comment,2025-11
2025-11-10 19:36:56,comment,2025-11
2025-11-10 19:36:14,comment,2025-11
2025-11-10 19:36:02,comment,2025-11
2025-11-10 19:35:52,comment,2025-11
2025-11-10 19:35:31,comment,2025-11
2025-11-10 17:41:51,comment,2025-11
2025-11-10 17:39:54,comment,2025-11
2025-11-10 17:39:31,comment,2025-11
2025-11-10 17:39:25,comment,2025-11
2025-11-10 17:39:14,comment,2025-11
2025-11-10 17:39:00,comment,2025-11
2025-11-10 16:55:59,comment,2025-11
2025-11-10 16:38:23,comment,2025-11
2025-11-10 16:38:05,comment,2025-11
2025-11-10 16:32:52,comment,2025-11
2025-11-10 16:30:58,comment,2025-11
2025-11-10 16:30:43,comment,2025-11
2025-11-10 16:30:37,comment,2025-11
2025-11-10 16:30:21,comment,2025-11
2025-11-10 16:30:15,comment,2025-11
2025-11-10 16:29:27,comment,2025-11
2025-11-10 16:00:07,comment,2025-11
2025-11-10 15:59:28,comment,2025-11
2025-11-10 15:23:39,comment,2025-11
2025-11-10 15:23:32,comment,2025-11
2025-11-10 07:39:30,comment,2025-11
2025-11-09 06:53:56,comment,2025-11
2025-11-08 21:14:02,comment,2025-11
2025-11-06 23:02:41,comment,2025-11
2025-11-06 22:56:10,comment,2025-11
2025-11-06 22:55:53,comment,2025-11
2025-11-06 21:25:58,comment,2025-11
2025-11-06 21:25:36,comment,2025-11
2025-11-06 20:32:46,comment,2025-11
2025-11-06 20:24:17,comment,2025-11
2025-11-06 16:31:53,comment,2025-11
2025-11-06 16:03:02,comment,2025-11
2025-11-06 16:02:52,comment,2025-11
2025-11-06 15:47:10,comment,2025-11
2025-11-05 22:25:27,comment,2025-11
2025-11-04 16:07:51,comment,2025-11
2025-11-04 11:39:56,comment,2025-11
2025-11-04 09:32:49,comment,2025-11
2025-11-02 09:56:14,comment,2025-11
2025-11-01 13:41:44,comment,2025-11
2025-11-01 13:41:18,comment,2025-11
2025-11-01 11:41:03,comment,2025-11
2025-11-01 11:32:28,comment,2025-11
2025-11-01 10:42:32,comment,2025-11
2025-11-01 10:41:18,comment,2025-11
2025-11-01 10:40:35,comment,2025-11
2025-11-01 10:40:08,comment,2025-11
2025-11-01 08:48:13,comment,2025-11
2025-11-01 06:50:00,comment,2025-11
2025-11-01 00:58:47,comment,2025-11
2025-10-31 23:52:42,comment,2025-10
2025-10-31 23:24:43,comment,2025-10
2025-10-31 23:03:22,comment,2025-10
2025-10-31 22:55:49,comment,2025-10
2025-10-31 22:46:43,comment,2025-10
2025-10-31 22:46:29,comment,2025-10
2025-10-31 22:46:24,comment,2025-10
2025-10-31 22:22:36,comment,2025-10
2025-10-31 22:21:43,comment,2025-10
2025-10-31 22:21:17,comment,2025-10
2025-10-31 22:20:57,comment,2025-10
2025-10-31 22:20:50,comment,2025-10
2025-10-31 22:20:29,comment,2025-10
2025-10-31 22:20:23,comment,2025-10
2025-10-31 22:20:11,comment,2025-10
2025-10-31 22:20:03,comment,2025-10
2025-10-30 20:24:36,comment,2025-10
2025-10-30 19:06:44,comment,2025-10
2025-10-30 13:55:45,comment,2025-10
2025-10-30 13:49:52,comment,2025-10
2025-10-30 11:00:11,comment,2025-10
2025-10-30 10:59:54,comment,2025-10
2025-10-29 22:43:08,comment,2025-10
2025-10-29 11:01:25,comment,2025-10
2025-10-28 10:32:45,comment,2025-10
2025-10-28 00:21:51,comment,2025-10
2025-10-27 19:51:23,comment,2025-10
2025-10-26 13:45:28,comment,2025-10
2025-10-26 10:07:21,comment,2025-10
2025-10-26 08:48:00,comment,2025-10
2025-10-26 08:46:24,comment,2025-10
2025-10-25 23:13:52,comment,2025-10
2025-10-25 21:52:39,comment,2025-10
2025-10-25 11:47:05,comment,2025-10
2025-10-25 09:33:55,comment,2025-10
2025-10-24 23:26:55,comment,2025-10
2025-10-24 21:46:32,comment,2025-10
2025-10-24 16:14:03,comment,2025-10
2025-10-24 15:48:14,comment,2025-10
2025-10-24 15:17:13,comment,2025-10
2025-10-24 15:16:44,comment,2025-10
2025-10-24 14:59:53,comment,2025-10
2025-10-24 12:50:41,comment,2025-10
2025-10-24 12:50:07,comment,2025-10
2025-10-24 11:20:36,comment,2025-10
2025-10-24 11:20:08,comment,2025-10
2025-10-24 09:32:38,comment,2025-10
2025-10-24 09:32:31,comment,2025-10
2025-10-24 07:52:58,comment,2025-10
2025-10-24 07:46:48,comment,2025-10
2025-10-24 07:46:33,comment,2025-10
2025-10-24 07:45:06,comment,2025-10
2025-10-24 07:44:54,comment,2025-10
2025-10-23 23:29:38,comment,2025-10
2025-10-23 23:24:52,comment,2025-10
2025-10-23 23:24:04,comment,2025-10
2025-10-23 23:23:55,comment,2025-10
2025-10-23 23:23:46,comment,2025-10
2025-10-23 23:23:39,comment,2025-10
2025-10-23 23:23:24,comment,2025-10
2025-10-23 23:23:17,comment,2025-10
2025-10-23 23:22:48,comment,2025-10
2025-10-23 22:43:28,comment,2025-10
2025-10-23 22:42:24,comment,2025-10
2025-10-23 22:32:13,comment,2025-10
2025-10-23 21:33:14,comment,2025-10
2025-10-23 15:45:19,comment,2025-10
2025-10-23 11:31:30,comment,2025-10
2025-10-23 11:30:26,comment,2025-10
2025-10-23 10:32:46,comment,2025-10
2025-10-23 10:32:35,comment,2025-10
2025-10-23 09:32:48,comment,2025-10
2025-10-23 09:32:01,comment,2025-10
2025-10-23 09:31:51,comment,2025-10
2025-10-23 06:15:38,comment,2025-10
2025-10-23 06:15:22,comment,2025-10
2025-10-22 22:40:38,comment,2025-10
2025-10-22 20:16:05,comment,2025-10
2025-10-22 19:11:37,comment,2025-10
2025-10-22 19:09:45,comment,2025-10
2025-10-22 17:02:37,comment,2025-10
2025-10-22 15:51:02,comment,2025-10
2025-10-22 15:17:40,comment,2025-10
2025-10-22 15:17:01,comment,2025-10
2025-10-22 14:48:55,comment,2025-10
2025-10-22 14:44:29,comment,2025-10
2025-10-22 14:12:11,comment,2025-10
2025-10-22 14:11:57,comment,2025-10
2025-10-22 14:11:46,comment,2025-10
2025-10-22 13:53:07,comment,2025-10
2025-10-22 13:42:49,comment,2025-10
2025-10-22 13:41:50,comment,2025-10
2025-10-22 13:41:29,comment,2025-10
2025-10-22 13:11:14,comment,2025-10
2025-10-22 13:07:10,comment,2025-10
2025-10-22 13:02:26,comment,2025-10
2025-10-22 13:02:07,comment,2025-10
2025-10-22 13:00:14,comment,2025-10
2025-10-22 12:59:43,comment,2025-10
2025-10-22 12:59:37,comment,2025-10
2025-10-22 12:59:08,comment,2025-10
2025-10-22 12:57:12,comment,2025-10
2025-10-22 12:36:47,comment,2025-10
2025-10-22 12:35:38,comment,2025-10
2025-10-22 12:31:17,comment,2025-10
2025-10-22 12:31:04,comment,2025-10
2025-10-22 12:17:45,comment,2025-10
2025-10-22 12:17:34,comment,2025-10
2025-10-22 12:17:19,comment,2025-10
2025-10-21 15:24:56,comment,2025-10
2025-10-21 13:31:11,comment,2025-10
2025-10-21 12:33:39,comment,2025-10
2025-10-20 12:24:09,comment,2025-10
2025-10-19 21:08:52,comment,2025-10
2025-10-18 20:04:44,comment,2025-10
2025-10-18 15:13:05,comment,2025-10
2025-10-18 09:48:58,comment,2025-10
2025-10-18 00:55:44,comment,2025-10
2025-10-17 21:57:32,comment,2025-10
2025-10-17 21:40:02,comment,2025-10
2025-10-17 20:21:08,comment,2025-10
2025-10-17 19:18:21,comment,2025-10
2025-10-17 18:09:47,comment,2025-10
2025-10-17 14:38:54,comment,2025-10
2025-10-17 14:38:31,comment,2025-10
2025-10-17 11:13:09,comment,2025-10
2025-10-17 11:12:19,comment,2025-10
2025-10-17 10:42:19,comment,2025-10
2025-10-17 09:09:08,comment,2025-10
2025-10-17 01:34:31,comment,2025-10
2025-10-17 01:33:00,comment,2025-10
2025-10-17 01:24:44,comment,2025-10
2025-10-16 23:28:54,comment,2025-10
2025-10-16 22:27:16,comment,2025-10
2025-10-16 22:24:43,comment,2025-10
2025-10-16 22:00:14,comment,2025-10
2025-10-16 21:53:08,comment,2025-10
2025-10-16 21:52:00,comment,2025-10
2025-10-16 21:22:36,comment,2025-10
2025-10-16 21:22:28,comment,2025-10
2025-10-16 21:22:12,comment,2025-10
2025-10-16 21:22:07,comment,2025-10
2025-10-16 21:21:52,comment,2025-10
2025-10-16 21:21:16,comment,2025-10
2025-10-16 21:21:03,comment,2025-10
2025-10-16 12:50:26,comment,2025-10
2025-10-16 08:57:45,comment,2025-10
2025-10-16 08:57:07,comment,2025-10
2025-10-15 19:18:01,comment,2025-10
2025-10-15 17:06:34,comment,2025-10
2025-10-15 15:27:43,comment,2025-10
2025-10-14 22:57:30,comment,2025-10
2025-10-14 21:05:04,comment,2025-10
2025-10-14 14:56:48,comment,2025-10
2025-10-14 13:40:15,comment,2025-10
2025-10-14 11:05:59,comment,2025-10
2025-10-14 10:40:56,comment,2025-10
2025-10-13 13:18:05,comment,2025-10
2025-10-13 10:58:10,comment,2025-10
2025-10-13 10:40:52,comment,2025-10
2025-10-13 06:01:35,comment,2025-10
2025-10-12 22:35:39,comment,2025-10
2025-10-12 19:35:39,comment,2025-10
2025-10-12 15:17:13,comment,2025-10
2025-10-12 11:42:27,comment,2025-10
2025-10-11 22:31:26,comment,2025-10
2025-10-11 20:42:02,comment,2025-10
2025-10-11 19:52:47,comment,2025-10
2025-10-11 18:43:44,comment,2025-10
2025-10-11 18:43:30,comment,2025-10
2025-10-11 17:14:08,comment,2025-10
2025-10-11 17:13:52,comment,2025-10
2025-10-11 15:21:54,comment,2025-10
2025-10-11 15:08:40,comment,2025-10
2025-10-11 15:06:24,comment,2025-10
2025-10-11 15:05:21,comment,2025-10
2025-10-11 15:05:00,comment,2025-10
2025-10-11 15:03:33,comment,2025-10
2025-10-11 14:16:08,comment,2025-10
2025-10-11 14:11:41,comment,2025-10
2025-10-11 13:59:06,comment,2025-10
2025-10-11 13:51:50,comment,2025-10
2025-10-11 13:49:46,comment,2025-10
2025-10-11 13:33:43,comment,2025-10
2025-10-11 13:31:45,comment,2025-10
2025-10-11 13:31:24,comment,2025-10
2025-10-11 13:30:52,comment,2025-10
2025-10-11 13:29:57,comment,2025-10
2025-10-11 13:29:49,comment,2025-10
2025-10-11 13:29:22,comment,2025-10
2025-10-11 13:10:36,comment,2025-10
2025-10-11 10:09:42,comment,2025-10
2025-10-11 10:09:19,comment,2025-10
2025-10-10 10:01:37,comment,2025-10
2025-10-09 19:21:06,comment,2025-10
2025-10-09 10:50:11,comment,2025-10
2025-10-09 01:10:37,comment,2025-10
2025-10-08 23:54:32,comment,2025-10
2025-10-08 01:42:06,comment,2025-10
2025-10-08 00:52:00,comment,2025-10
2025-10-07 23:46:21,comment,2025-10
2025-10-07 23:44:34,comment,2025-10
2025-10-07 22:42:38,comment,2025-10
2025-10-07 22:41:50,comment,2025-10
2025-10-07 22:22:28,comment,2025-10
2025-10-07 19:27:55,comment,2025-10
2025-10-07 16:39:57,comment,2025-10
2025-10-07 14:55:07,comment,2025-10
2025-10-07 08:54:21,comment,2025-10
2025-10-06 23:52:30,comment,2025-10
2025-10-06 23:30:55,comment,2025-10
2025-10-06 23:29:32,comment,2025-10
2025-10-06 17:00:42,comment,2025-10
2025-10-06 14:54:14,comment,2025-10
2025-10-05 09:47:51,comment,2025-10
2025-10-04 18:37:10,comment,2025-10
2025-10-04 12:54:25,comment,2025-10
2025-10-04 10:41:47,comment,2025-10
2025-10-04 00:14:40,comment,2025-10
2025-10-04 00:14:20,comment,2025-10
2025-10-03 23:22:51,comment,2025-10
2025-10-03 22:30:55,comment,2025-10
2025-10-03 22:29:45,comment,2025-10
2025-10-03 20:52:57,comment,2025-10
2025-10-03 20:52:47,comment,2025-10
2025-10-03 19:32:46,comment,2025-10
2025-10-03 19:24:27,comment,2025-10
2025-10-03 19:24:17,comment,2025-10
2025-10-03 19:24:00,comment,2025-10
2025-10-03 19:23:33,comment,2025-10
2025-10-03 15:18:16,comment,2025-10
2025-10-03 12:35:08,comment,2025-10
2025-10-03 12:19:44,comment,2025-10
2025-10-03 11:32:50,comment,2025-10
2025-10-02 13:04:30,comment,2025-10
2025-10-02 11:07:37,comment,2025-10
2025-10-01 21:36:22,comment,2025-10
2025-10-01 18:41:17,comment,2025-10
2025-10-01 16:41:46,comment,2025-10
2025-10-01 14:53:20,comment,2025-10
2025-10-01 11:48:44,comment,2025-10
2025-10-01 00:34:07,comment,2025-10
2025-09-30 23:28:18,comment,2025-09
2025-09-30 22:02:52,comment,2025-09
2025-09-30 19:26:48,comment,2025-09
2025-09-30 17:23:35,comment,2025-09
2025-09-30 15:06:58,comment,2025-09
2025-09-30 13:59:10,comment,2025-09
2025-09-30 13:35:52,comment,2025-09
2025-09-30 10:39:33,comment,2025-09
2025-09-30 10:39:12,comment,2025-09
2025-09-30 10:28:46,comment,2025-09
2025-09-30 08:34:57,comment,2025-09
2025-09-30 01:38:52,comment,2025-09
2025-09-30 01:38:04,comment,2025-09
2025-09-29 23:55:16,comment,2025-09
2025-09-29 23:14:31,comment,2025-09
2025-09-29 23:14:15,comment,2025-09
2025-09-29 22:54:02,comment,2025-09
2025-09-29 22:44:09,comment,2025-09
2025-09-29 15:53:08,comment,2025-09
2025-09-29 11:48:35,comment,2025-09
2025-09-29 11:48:22,comment,2025-09
2025-09-29 08:17:00,comment,2025-09
2025-09-29 08:16:39,comment,2025-09
2025-09-28 22:03:22,comment,2025-09
2025-09-28 21:15:00,comment,2025-09
2025-09-28 21:14:07,comment,2025-09
2025-09-28 20:09:05,comment,2025-09
2025-09-28 17:37:01,comment,2025-09
2025-09-28 17:36:32,comment,2025-09
2025-09-28 17:35:44,comment,2025-09
2025-09-28 15:06:11,comment,2025-09
2025-09-28 10:40:20,comment,2025-09
2025-09-28 10:39:59,comment,2025-09
2025-09-27 22:11:24,comment,2025-09
2025-09-27 22:06:46,comment,2025-09
2025-09-27 21:14:55,comment,2025-09
2025-09-27 20:19:57,comment,2025-09
2025-09-27 19:22:26,comment,2025-09
2025-09-27 18:03:47,comment,2025-09
2025-09-27 14:40:48,comment,2025-09
2025-09-27 12:19:12,comment,2025-09
2025-09-27 12:19:01,comment,2025-09
2025-09-27 08:47:14,comment,2025-09
2025-09-27 08:00:26,comment,2025-09
2025-09-27 08:00:01,comment,2025-09
2025-09-27 07:38:34,comment,2025-09
2025-09-27 07:38:03,comment,2025-09
2025-09-27 07:36:14,comment,2025-09
2025-09-27 00:50:34,comment,2025-09
2025-09-27 00:24:21,comment,2025-09
2025-09-27 00:04:28,comment,2025-09
2025-09-27 00:03:58,comment,2025-09
2025-09-26 23:30:51,comment,2025-09
2025-09-26 23:25:34,comment,2025-09
2025-09-26 23:21:22,comment,2025-09
2025-09-26 22:22:59,comment,2025-09
2025-09-26 22:21:22,comment,2025-09
2025-09-26 22:08:26,comment,2025-09
2025-09-26 22:08:02,comment,2025-09
2025-09-26 22:07:31,comment,2025-09
2025-09-26 22:07:13,comment,2025-09
2025-09-26 21:45:15,comment,2025-09
2025-09-26 21:43:50,comment,2025-09
2025-09-26 21:43:35,comment,2025-09
2025-09-26 21:23:01,comment,2025-09
2025-09-26 21:22:57,comment,2025-09
2025-09-26 14:53:14,comment,2025-09
2025-09-25 12:44:24,comment,2025-09
2025-09-25 09:49:14,comment,2025-09
2025-09-24 21:58:31,comment,2025-09
2025-09-24 20:58:26,comment,2025-09
2025-09-24 18:54:18,comment,2025-09
2025-09-24 14:55:21,comment,2025-09
2025-09-24 07:03:43,comment,2025-09
2025-09-23 20:08:25,comment,2025-09
2025-09-23 19:41:41,comment,2025-09
2025-09-23 16:40:03,comment,2025-09
2025-09-23 14:19:04,comment,2025-09
2025-09-23 13:46:54,comment,2025-09
2025-09-23 09:56:26,comment,2025-09
2025-09-23 08:50:37,comment,2025-09
2025-09-23 02:24:30,comment,2025-09
2025-09-23 01:09:13,comment,2025-09
2025-09-22 22:30:50,comment,2025-09
2025-09-22 21:26:44,comment,2025-09
2025-09-22 19:29:27,comment,2025-09
2025-09-22 15:26:06,comment,2025-09
2025-09-22 08:23:53,comment,2025-09
2025-09-22 08:23:18,comment,2025-09
2025-09-22 08:23:07,comment,2025-09
2025-09-22 00:18:13,comment,2025-09
2025-09-21 22:37:03,comment,2025-09
2025-09-21 21:45:05,comment,2025-09
2025-09-21 17:58:08,comment,2025-09
2025-09-21 17:57:53,comment,2025-09
2025-09-21 16:15:27,comment,2025-09
2025-09-21 16:14:29,comment,2025-09
2025-09-21 11:25:41,comment,2025-09
2025-09-21 11:24:57,comment,2025-09
2025-09-21 03:15:27,comment,2025-09
2025-09-20 18:14:10,comment,2025-09
2025-09-20 15:51:05,comment,2025-09
2025-09-20 15:14:03,comment,2025-09
2025-09-20 14:55:36,comment,2025-09
2025-09-20 14:17:34,comment,2025-09
2025-09-20 13:32:19,comment,2025-09
2025-09-20 11:33:48,comment,2025-09
2025-09-20 09:25:42,comment,2025-09
2025-09-20 08:56:57,comment,2025-09
2025-09-20 08:56:45,comment,2025-09
2025-09-20 08:55:19,comment,2025-09
2025-09-20 00:08:08,comment,2025-09
2025-09-19 23:52:30,comment,2025-09
2025-09-19 23:41:50,comment,2025-09
2025-09-19 23:41:23,comment,2025-09
2025-09-19 23:05:11,comment,2025-09
2025-09-19 23:05:04,comment,2025-09
2025-09-19 23:04:35,comment,2025-09
2025-09-19 23:04:13,comment,2025-09
2025-09-19 22:21:54,comment,2025-09
2025-09-19 22:17:07,comment,2025-09
2025-09-19 22:16:56,comment,2025-09
2025-09-19 22:16:50,comment,2025-09
2025-09-19 17:15:36,comment,2025-09
2025-09-19 13:28:21,comment,2025-09
2025-09-19 11:54:55,comment,2025-09
2025-09-18 17:58:53,comment,2025-09
2025-09-18 11:08:10,comment,2025-09
2025-09-18 11:07:37,comment,2025-09
2025-09-17 17:19:33,comment,2025-09
2025-09-17 16:30:28,comment,2025-09
2025-09-17 11:58:10,comment,2025-09
2025-09-17 08:46:51,comment,2025-09
2025-09-17 08:46:40,comment,2025-09
2025-09-16 16:29:40,comment,2025-09
2025-09-15 13:19:28,comment,2025-09
2025-09-15 08:30:15,comment,2025-09
2025-09-15 00:08:24,comment,2025-09
2025-09-15 00:08:19,comment,2025-09
2025-09-14 22:44:02,comment,2025-09
2025-09-14 20:18:14,comment,2025-09
2025-09-14 18:54:27,comment,2025-09
2025-09-14 15:42:58,comment,2025-09
2025-09-14 15:06:14,comment,2025-09
2025-09-14 14:51:43,comment,2025-09
2025-09-14 10:55:51,comment,2025-09
2025-09-14 10:39:36,comment,2025-09
2025-09-14 09:44:48,comment,2025-09
2025-09-13 23:38:54,comment,2025-09
2025-09-13 23:16:38,comment,2025-09
2025-09-13 22:35:28,comment,2025-09
2025-09-13 22:01:17,comment,2025-09
2025-09-13 18:12:51,comment,2025-09
2025-09-13 18:12:08,comment,2025-09
2025-09-13 16:18:39,comment,2025-09
2025-09-13 14:58:22,comment,2025-09
2025-09-13 13:00:26,comment,2025-09
2025-09-13 12:59:58,comment,2025-09
2025-09-13 09:20:11,comment,2025-09
2025-09-13 09:19:47,comment,2025-09
2025-09-13 02:02:13,comment,2025-09
2025-09-13 02:01:43,comment,2025-09
2025-09-12 23:59:24,comment,2025-09
2025-09-12 23:28:40,comment,2025-09
2025-09-12 23:27:29,comment,2025-09
2025-09-12 23:26:41,comment,2025-09
2025-09-12 23:15:24,comment,2025-09
